,casualty_class,sex_of_casualty,age_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
90998,2,2,70,0,0,1,0,0,9,3,5
54038,2,2,38,0,0,1,0,0,9,1,6
25342,1,1,27,0,0,0,0,0,9,1,1
28230,2,1,32,0,0,2,0,0,9,2,7
18896,1,2,38,0,0,0,0,0,9,1,2
103917,2,2,72,0,0,1,0,0,9,3,6
34493,1,2,33,0,0,0,0,0,16,1,10
1950,1,2,34,0,0,0,0,0,9,1,3
40430,3,2,5,5,1,0,0,0,0,1,4
60644,1,1,59,0,0,0,0,0,19,1,6
76243,1,1,18,0,0,0,0,0,9,1,4
16221,1,1,37,0,0,0,0,0,3,1,6
56413,1,2,33,0,0,0,0,0,9,1,9
93450,1,1,51,0,0,0,0,0,9,1,8
84251,1,1,63,0,0,0,0,0,9,1,10
65400,3,1,17,4,1,0,0,0,0,1,2
43607,1,1,21,0,0,0,0,0,3,1,6
76314,1,1,52,0,0,0,0,0,4,3,5
44603,2,1,3,0,0,2,0,0,9,1,4
18048,1,2,32,0,0,0,0,0,1,1,4
38500,1,1,29,0,0,0,0,0,9,2,8
46935,2,1,22,0,0,2,0,0,9,1,1
82279,1,1,33,0,0,0,0,0,1,1,2
112462,1,2,20,0,0,0,0,0,9,1,3
103844,1,2,36,0,0,0,0,0,9,1,7
60735,1,1,47,0,0,0,0,0,9,1,5
83767,1,1,31,0,0,0,0,0,3,1,4
3264,1,1,58,0,0,0,0,0,9,1,6
3910,1,2,69,0,0,0,0,0,9,1,7
69707,1,1,84,0,0,0,0,0,9,2,6
74758,1,1,70,0,0,0,0,0,9,1,8
75920,1,1,24,0,0,0,0,0,3,1,7
112172,1,1,46,0,0,0,0,0,1,1,2
18464,1,1,38,0,0,0,0,0,1,1,3
88159,1,2,37,0,0,0,0,0,9,3,6
12914,1,2,29,0,0,0,0,0,1,1,6
8399,1,1,41,0,0,0,0,0,1,1,8
99573,1,1,45,0,0,0,0,0,9,1,1
68584,1,2,28,0,0,0,0,0,9,1,9
5282,3,2,11,1,3,0,0,0,0,1,8
56050,2,2,14,0,0,2,0,0,9,1,10
73613,1,1,41,0,0,0,0,0,9,1,8
70945,2,1,60,0,0,0,0,0,19,1,3
109761,1,2,50,0,0,0,0,0,9,3,4
29170,2,1,36,0,0,1,0,0,9,1,2
28669,1,2,46,0,0,0,0,0,9,1,4
6424,1,1,31,0,0,0,0,0,1,1,4
85235,2,1,32,0,0,1,0,0,9,1,2
32579,1,1,66,0,0,0,0,0,9,2,7
30316,1,2,20,0,0,0,0,0,9,1,3
48676,1,1,53,0,0,0,0,0,1,1,1
74620,1,1,20,0,0,0,0,0,9,1,10
71009,1,1,23,0,0,0,0,0,9,2,4
49721,1,1,37,0,0,0,0,0,19,1,6
769,2,2,20,0,0,1,0,0,9,1,8
88347,1,1,12,0,0,0,0,0,1,3,6
50576,1,2,54,0,0,0,0,0,9,1,1
68937,1,1,24,0,0,0,0,0,9,1,2
36295,1,1,19,0,0,0,0,0,9,1,3
57739,1,1,32,0,0,0,0,0,9,1,9
80351,1,1,38,0,0,0,0,0,1,1,3
24840,3,1,70,4,1,0,0,0,0,3,6
102892,1,1,56,0,0,0,0,0,5,1,2
22092,1,1,58,0,0,0,0,0,1,1,10
31100,1,1,22,0,0,0,0,0,9,1,2
13212,1,2,26,0,0,0,0,0,9,1,10
47076,1,2,32,0,0,0,0,0,9,1,4
107810,2,2,15,0,0,1,0,0,9,2,2
27942,1,1,32,0,0,0,0,0,5,1,7
88626,1,2,54,0,0,0,0,0,1,1,10
26275,1,1,30,0,0,0,0,0,1,1,9
96963,3,2,77,8,3,0,0,0,0,1,3
43244,1,1,30,0,0,0,0,0,9,1,5
111756,1,1,22,0,0,0,0,0,4,3,8
86640,1,1,30,0,0,0,0,0,9,1,5
8796,3,2,21,1,1,0,0,0,0,1,2
48006,1,1,55,0,0,0,0,0,9,1,5
58532,3,2,27,6,7,0,0,0,0,3,6
41853,1,2,52,0,0,0,0,0,9,1,8
8940,1,1,32,0,0,0,0,0,3,1,3
53321,1,2,38,0,0,0,0,0,9,1,4
73916,1,1,18,0,0,0,0,0,3,3,4
63478,1,2,40,0,0,0,0,0,9,3,4
99938,1,2,56,0,0,0,0,0,9,1,4
28250,2,2,37,0,0,1,0,0,9,1,1
16245,2,1,16,0,0,0,3,0,11,1,3
32670,1,1,48,0,0,0,0,0,9,1,4
80737,1,1,12,0,0,0,0,0,1,1,6
114296,1,2,34,0,0,0,0,0,9,3,6
49992,1,1,38,0,0,0,0,0,9,1,4
54441,1,1,20,0,0,0,0,0,9,1,8
20129,1,2,52,0,0,0,0,0,9,1,5
74830,1,1,50,0,0,0,0,0,9,2,5
112998,2,1,7,0,0,2,0,0,9,1,1
39269,1,1,24,0,0,0,0,0,3,1,7
31326,1,1,32,0,0,0,0,0,5,1,1
78322,1,1,43,0,0,0,0,0,9,1,7
112242,1,1,18,0,0,0,0,0,1,1,9
1280,2,2,18,0,0,1,0,0,9,1,3
109582,1,2,32,0,0,0,0,0,9,1,2
38660,1,2,37,0,0,0,0,0,9,1,10
90439,2,2,28,0,0,1,0,0,9,1,6
29401,1,1,40,0,0,0,0,0,9,1,6
105275,2,2,27,0,0,2,0,0,9,2,6
6868,1,1,53,0,0,0,0,0,1,1,10
75665,1,1,17,0,0,0,0,0,3,1,3
88506,1,1,40,0,0,0,0,0,9,1,6
92364,3,1,24,9,5,0,0,0,0,1,2
6928,1,1,52,0,0,0,0,0,9,3,10
37289,1,1,22,0,0,0,0,0,3,2,4
33510,1,2,59,0,0,0,0,0,9,1,9
7563,1,1,47,0,0,0,0,0,9,1,2
92810,1,1,61,0,0,0,0,0,1,1,3
68920,2,1,26,0,0,1,0,0,9,2,4
70641,1,1,77,0,0,0,0,0,9,2,4
98039,1,1,55,0,0,0,0,0,9,3,6
105363,1,1,28,0,0,0,0,0,9,1,4
81113,1,1,52,0,0,0,0,0,9,1,10
96224,3,1,53,9,5,0,0,0,0,2,9
7925,1,2,46,0,0,0,0,0,9,1,3
75362,1,1,52,0,0,0,0,0,5,1,1
29318,1,1,24,0,0,0,0,0,9,1,2
33959,3,2,84,5,3,0,0,0,0,1,2
8069,1,1,25,0,0,0,0,0,3,1,5
105914,1,1,88,0,0,0,0,0,9,1,7
12453,1,1,54,0,0,0,0,0,1,1,9
36391,1,1,16,0,0,0,0,0,1,2,1
88213,3,1,12,8,3,0,0,0,0,1,9
96437,1,1,47,0,0,0,0,0,9,1,9
90690,1,2,53,0,0,0,0,0,9,1,3
112071,1,1,59,0,0,0,0,0,9,2,7
88178,1,1,38,0,0,0,0,0,3,1,4
44005,3,2,40,1,1,0,0,0,0,1,7
35999,1,1,54,0,0,0,0,0,9,1,4
23830,2,1,28,0,0,1,0,0,9,1,2
17189,1,1,44,0,0,0,0,0,1,1,4
79951,1,1,34,0,0,0,0,0,9,2,10
90632,2,2,18,0,0,2,0,0,9,1,1
67150,2,1,21,0,0,1,0,0,9,3,5
106375,1,1,27,0,0,0,0,0,3,1,10
15844,3,1,10,5,1,0,0,0,0,1,7
51661,1,1,22,0,0,0,0,0,9,1,2
47854,1,2,80,0,0,0,0,0,9,1,2
7666,1,1,36,0,0,0,0,0,1,1,2
111937,1,1,19,0,0,0,0,0,97,3,1
7674,1,1,32,0,0,0,0,0,9,1,3
45007,1,1,48,0,0,0,0,0,9,1,6
85490,1,1,33,0,0,0,0,0,9,3,6
92912,1,2,47,0,0,0,0,0,9,3,7
68457,2,1,20,0,0,1,0,0,9,1,2
2277,3,1,36,1,1,0,0,0,0,1,9
30909,1,1,25,0,0,0,0,0,9,1,1
47570,1,1,45,0,0,0,0,0,1,1,4
36610,2,2,18,0,0,1,0,0,9,1,3
38502,1,1,36,0,0,0,0,0,9,2,5
20793,2,1,32,0,0,1,0,0,9,1,7
104571,1,1,50,0,0,0,0,0,1,1,7
115273,1,1,22,0,0,0,0,0,1,1,1
76106,2,1,56,0,0,1,0,0,9,1,6
82812,1,1,17,0,0,0,0,0,9,1,3
82300,1,1,56,0,0,0,0,0,9,1,2
60959,1,1,17,0,0,0,0,0,3,1,2
113191,2,2,20,0,0,0,4,0,11,1,5
37721,1,1,24,0,0,0,0,0,9,2,3
113021,1,1,53,0,0,0,0,0,5,1,2
40922,1,1,41,0,0,0,0,0,5,1,1
87205,1,1,15,0,0,0,0,0,1,1,9
79713,1,1,65,0,0,0,0,0,1,1,4
105441,3,2,79,5,3,0,0,0,0,2,8
42411,2,2,5,0,0,1,0,0,9,1,4
67500,2,1,24,0,0,1,0,0,9,1,6
10740,3,1,5,5,1,0,0,0,0,1,5
101064,1,1,54,0,0,0,0,0,9,3,7
30445,1,1,69,0,0,0,0,0,9,1,1
4367,1,1,34,0,0,0,0,0,9,1,1
71679,1,1,27,0,0,0,0,0,19,1,9
63730,1,1,74,0,0,0,0,0,9,1,1
5886,1,1,27,0,0,0,0,0,3,1,6
83140,1,2,56,0,0,0,0,0,9,1,8
53166,1,2,32,0,0,0,0,0,1,1,2
10489,2,1,38,0,0,1,0,0,9,1,2
69674,1,1,27,0,0,0,0,0,19,3,5
52355,1,2,41,0,0,0,0,0,9,1,5
100308,1,2,37,0,0,0,0,0,9,3,4
72603,1,1,31,0,0,0,0,0,5,1,1
4857,2,2,36,0,0,1,0,0,9,1,1
95362,1,1,26,0,0,0,0,0,1,1,9
110814,1,2,31,0,0,0,0,0,9,1,1
100424,1,1,31,0,0,0,0,0,9,1,8
19784,1,2,33,0,0,0,0,0,1,1,5
42711,2,1,28,0,0,2,0,0,9,2,2
82834,1,2,77,0,0,0,0,0,9,1,10
83911,1,2,56,0,0,0,0,0,9,1,2
60527,3,2,13,1,1,0,0,0,0,1,2
61349,3,1,81,1,1,0,0,0,0,1,3
102313,1,1,43,0,0,0,0,0,23,1,4
94205,1,1,55,0,0,0,0,0,9,1,7
32763,2,1,23,0,0,1,0,0,19,1,2
55337,1,1,28,0,0,0,0,0,3,1,1
88781,1,1,45,0,0,0,0,0,4,1,2
61688,1,1,53,0,0,0,0,0,9,1,8
86716,1,1,63,0,0,0,0,0,5,1,10
52501,2,2,79,0,0,1,0,0,9,1,2
14105,1,1,38,0,0,0,0,0,4,1,2
67985,1,2,18,0,0,0,0,0,9,3,7
81483,1,1,23,0,0,0,0,0,9,2,10
86250,1,2,23,0,0,0,0,0,9,1,10
47352,1,1,87,0,0,0,0,0,9,1,3
98754,1,1,48,0,0,0,0,0,9,1,8
41500,2,2,26,0,0,1,0,0,9,1,1
100,1,1,22,0,0,0,0,0,3,1,4
17248,3,1,17,1,3,0,0,0,0,1,2
63067,2,2,28,0,0,1,0,0,9,1,4
92562,1,2,27,0,0,0,0,0,9,1,1
100567,2,1,80,0,0,1,0,0,9,2,3
100270,1,2,33,0,0,0,0,0,9,2,5
95863,1,1,28,0,0,0,0,0,1,1,3
108651,1,1,54,0,0,0,0,0,20,2,4
15678,1,1,24,0,0,0,0,0,9,1,5
88410,1,2,25,0,0,0,0,0,9,1,9
87924,1,1,42,0,0,0,0,0,19,1,4
109273,1,1,85,0,0,0,0,0,9,1,4
83623,1,1,21,0,0,0,0,0,9,3,6
22057,1,1,54,0,0,0,0,0,1,1,3
77093,1,1,44,0,0,0,0,0,9,3,5
102630,1,1,76,0,0,0,0,0,9,1,10
73554,1,1,32,0,0,0,0,0,9,1,3
103024,1,1,28,0,0,0,0,0,1,1,2
70191,2,2,57,0,0,1,0,0,9,3,5
56365,1,1,23,0,0,0,0,0,9,1,4
89386,2,2,10,0,0,0,0,0,9,1,1
62821,2,2,22,0,0,1,0,0,9,1,1
45566,1,1,45,0,0,0,0,0,90,1,1
69972,1,1,60,0,0,0,0,0,1,3,5
16504,2,1,4,0,0,1,0,0,9,1,7
53643,1,2,30,0,0,0,0,0,9,2,5
77257,1,1,80,0,0,0,0,0,9,3,8
35456,1,1,51,0,0,0,0,0,9,1,5
16072,1,1,47,0,0,0,0,0,1,1,2
40158,1,2,52,0,0,0,0,0,4,1,2
85581,3,2,14,1,1,0,0,0,0,3,5
12588,1,2,21,0,0,0,0,0,3,1,5
21102,1,1,55,0,0,0,0,0,1,1,5
63459,1,1,14,0,0,0,0,0,1,1,2
72560,1,2,28,0,0,0,0,0,1,1,3
83987,2,2,9,0,0,1,0,0,9,1,2
99177,2,2,84,0,0,1,0,0,9,1,8
59935,1,1,42,0,0,0,0,0,1,1,8
108426,3,1,55,5,1,0,0,0,0,1,8
85502,1,1,42,0,0,0,0,0,9,1,1
93315,1,2,19,0,0,0,0,0,9,1,6
69138,1,2,65,0,0,0,0,0,9,3,4
48747,1,1,29,0,0,0,0,0,19,2,10
41910,2,2,2,0,0,2,0,0,8,1,2
29399,1,1,29,0,0,0,0,0,1,1,4
73029,1,2,65,0,0,0,0,0,9,1,7
96958,1,1,65,0,0,0,0,0,9,1,10
73185,1,1,37,0,0,0,0,0,5,1,8
90314,1,2,75,0,0,0,0,0,9,1,9
48535,1,2,56,0,0,0,0,0,9,1,9
17417,3,2,12,5,4,0,0,0,0,1,3
107959,1,2,34,0,0,0,0,0,1,1,2
23787,1,1,25,0,0,0,0,0,3,1,2
31156,1,1,52,0,0,0,0,0,9,1,3
87605,2,2,18,0,0,2,0,0,9,1,10
21631,1,1,23,0,0,0,0,0,9,1,5
17388,2,2,7,0,0,2,0,0,9,1,5
79594,1,1,50,0,0,0,0,0,19,1,2
94283,1,2,56,0,0,0,0,0,9,1,1
37488,2,1,51,0,0,1,0,0,9,1,3
71808,1,2,24,0,0,0,0,0,9,1,4
100041,1,2,18,0,0,0,0,0,9,1,1
40119,1,1,30,0,0,0,0,0,1,2,9
99392,1,1,58,0,0,0,0,0,5,1,9
73180,1,2,45,0,0,0,0,0,9,1,8
104158,1,1,60,0,0,0,0,0,9,1,7
22755,1,2,18,0,0,0,0,0,1,1,9
111809,1,1,24,0,0,0,0,0,9,1,2
39612,1,1,57,0,0,0,0,0,9,3,6
78290,1,2,35,0,0,0,0,0,9,1,6
3862,2,2,78,0,0,0,4,0,11,1,3
48705,1,2,16,0,0,0,0,0,3,1,1
62374,1,2,25,0,0,0,0,0,9,1,10
23480,3,2,21,5,1,0,0,0,0,1,6
70836,1,1,39,0,0,0,0,0,9,1,6
18658,3,1,33,8,2,0,0,0,0,1,2
36401,1,1,60,0,0,0,0,0,1,3,5
97963,1,1,66,0,0,0,0,0,9,1,6
103081,1,1,69,0,0,0,0,0,9,1,10
52769,3,1,51,9,8,0,0,1,0,1,2
32569,1,1,22,0,0,0,0,0,9,1,5
80349,2,1,20,0,0,1,0,0,9,1,7
101046,1,2,36,0,0,0,0,0,9,1,8
46358,1,1,56,0,0,0,0,0,1,1,7
96144,1,1,18,0,0,0,0,0,1,1,7
42852,1,1,40,0,0,0,0,0,1,1,7
53688,1,1,27,0,0,0,0,0,3,1,3
16948,3,2,83,5,2,0,0,0,0,1,3
91923,1,1,47,0,0,0,0,0,9,1,7
99199,1,2,47,0,0,0,0,0,9,2,6
76448,2,1,27,0,0,1,0,0,9,1,3
103438,1,2,21,0,0,0,0,0,9,3,7
98504,1,1,73,0,0,0,0,0,9,1,2
77337,2,2,25,0,0,1,0,0,9,3,6
4758,1,1,16,0,0,0,0,0,2,1,6
76462,2,2,6,0,0,2,0,0,9,2,9
96324,3,1,11,5,2,0,0,0,0,3,9
63165,1,1,67,0,0,0,0,0,9,2,2
42333,2,2,22,0,0,1,0,0,9,1,1
41268,1,2,31,0,0,0,0,0,9,2,7
96210,1,1,21,0,0,0,0,0,3,1,4
110088,1,1,22,0,0,0,0,0,9,3,5
27978,1,1,41,0,0,0,0,0,1,1,1
30458,1,1,31,0,0,0,0,0,4,1,2
55312,1,1,41,0,0,0,0,0,10,1,2
70542,1,2,59,0,0,0,0,0,9,1,6
33612,2,1,39,0,0,1,0,0,9,1,6
49047,1,1,62,0,0,0,0,0,1,1,9
111500,2,1,31,0,0,2,0,0,8,1,6
112129,1,1,71,0,0,0,0,0,1,1,9
26837,1,1,12,0,0,0,0,0,1,1,4
24550,1,1,23,0,0,0,0,0,9,3,5
61379,1,1,70,0,0,0,0,0,9,1,6
28606,2,2,51,0,0,2,0,0,9,1,3
105900,1,2,18,0,0,0,0,0,9,3,5
2351,1,1,34,0,0,0,0,0,2,1,4
22850,1,1,25,0,0,0,0,0,4,1,1
24972,1,1,36,0,0,0,0,0,9,2,8
102716,1,2,19,0,0,0,0,0,9,1,5
38505,1,2,40,0,0,0,0,0,9,3,9
114475,1,1,34,0,0,0,0,0,1,1,1
1761,1,2,62,0,0,0,0,0,9,1,2
103210,2,2,29,0,0,1,0,0,9,1,5
47396,3,1,13,5,1,0,0,0,0,1,1
6208,1,1,28,0,0,0,0,0,1,1,3
13727,1,1,29,0,0,0,0,0,1,1,5
17612,3,2,30,1,3,0,0,0,0,1,3
80828,2,1,22,0,0,2,0,0,9,3,8
59663,1,1,20,0,0,0,0,0,9,1,8
75686,1,2,42,0,0,0,0,0,9,2,10
47264,1,1,53,0,0,0,0,0,19,1,3
100356,1,1,38,0,0,0,0,0,3,1,3
53841,1,2,35,0,0,0,0,0,9,1,6
44269,1,1,18,0,0,0,0,0,9,1,1
62305,1,1,33,0,0,0,0,0,3,1,2
114078,1,1,77,0,0,0,0,0,1,1,2
98389,1,2,38,0,0,0,0,0,9,3,3
91349,1,1,22,0,0,0,0,0,9,1,3
5479,1,1,52,0,0,0,0,0,1,1,3
90768,1,1,27,0,0,0,0,0,3,1,1
109638,1,1,62,0,0,0,0,0,9,2,6
86915,1,1,54,0,0,0,0,0,9,2,10
91969,1,2,28,0,0,0,0,0,9,1,7
58057,1,1,42,0,0,0,0,0,1,1,4
93996,1,2,37,0,0,0,0,0,9,1,6
30043,3,2,69,5,1,0,0,0,0,1,8
108365,2,2,12,0,0,2,0,0,9,1,1
67608,1,1,32,0,0,0,0,0,1,2,9
40057,1,2,58,0,0,0,0,0,9,1,9
60860,1,2,55,0,0,0,0,0,9,2,5
76115,1,1,22,0,0,0,0,0,9,3,6
4273,1,1,45,0,0,0,0,0,9,1,4
103579,1,1,78,0,0,0,0,0,9,1,7
92340,1,2,52,0,0,0,0,0,9,1,5
88803,2,1,27,0,0,1,0,0,9,1,4
54599,1,1,45,0,0,0,0,0,9,1,1
27192,2,1,23,0,0,1,0,0,9,1,1
100357,1,1,10,0,0,0,0,0,1,2,3
87872,1,1,21,0,0,0,0,0,9,1,2
65456,1,2,21,0,0,0,0,0,3,1,1
85639,1,1,59,0,0,0,0,0,9,1,2
4356,1,1,32,0,0,0,0,0,3,1,6
75560,1,2,73,0,0,0,0,0,9,1,5
73455,1,1,88,0,0,0,0,0,9,1,8
13569,1,2,23,0,0,0,0,0,1,1,9
2033,1,1,33,0,0,0,0,0,1,1,5
91810,1,1,27,0,0,0,0,0,9,1,1
1885,1,1,16,0,0,0,0,0,2,1,3
70442,1,1,34,0,0,0,0,0,1,1,6
87415,1,2,50,0,0,0,0,0,1,1,10
55097,1,1,85,0,0,0,0,0,9,1,7
30239,1,1,34,0,0,0,0,0,1,1,1
52015,2,1,21,0,0,1,0,0,9,1,1
4955,1,1,21,0,0,0,0,0,90,1,3
30594,2,2,56,0,0,1,0,0,9,1,8
9424,1,1,54,0,0,0,0,0,9,1,2
15583,1,1,52,0,0,0,0,0,1,1,3
74655,1,1,35,0,0,0,0,0,9,1,7
43041,2,2,40,0,0,2,0,0,8,1,1
113411,1,1,20,0,0,0,0,0,9,1,4
44751,1,2,40,0,0,0,0,0,9,1,8
28088,1,2,38,0,0,0,0,0,9,1,8
60460,2,2,82,0,0,0,4,0,11,1,6
80544,1,1,82,0,0,0,0,0,9,1,6
113377,1,1,29,0,0,0,0,0,9,1,1
37140,1,2,19,0,0,0,0,0,9,1,5
99574,1,1,66,0,0,0,0,0,9,1,7
8173,1,1,31,0,0,0,0,0,1,1,2
42389,1,1,22,0,0,0,0,0,1,1,4
105271,2,1,17,0,0,1,0,0,9,1,5
6100,1,1,40,0,0,0,0,0,9,1,2
102899,1,1,57,0,0,0,0,0,1,3,8
75681,1,1,21,0,0,0,0,0,9,2,4
9653,2,2,44,0,0,0,0,0,5,1,3
83458,1,1,34,0,0,0,0,0,9,1,1
43392,1,2,82,0,0,0,0,0,9,1,9
67966,1,2,72,0,0,0,0,0,9,3,9
41817,1,1,31,0,0,0,0,0,9,1,1
109022,1,1,63,0,0,0,0,0,9,1,2
87438,1,2,61,0,0,0,0,0,1,1,7
97342,1,1,29,0,0,0,0,0,9,3,4
38174,1,1,54,0,0,0,0,0,5,1,2
252,1,2,62,0,0,0,0,0,9,1,4
83171,1,2,16,0,0,0,0,0,1,1,8
61131,1,1,71,0,0,0,0,0,9,2,3
21830,3,2,22,5,1,0,0,0,0,1,5
114228,1,2,74,0,0,0,0,0,9,3,6
6805,1,1,36,0,0,0,0,0,9,1,2
72418,1,2,22,0,0,0,0,0,9,1,4
6264,1,1,32,0,0,0,0,0,9,1,1
33403,1,1,23,0,0,0,0,0,19,1,3
83138,1,1,13,0,0,0,0,0,1,1,1
33458,1,1,36,0,0,0,0,0,9,1,1
102195,1,1,47,0,0,0,0,0,3,1,5
47913,1,1,47,0,0,0,0,0,9,1,5
70841,1,1,86,0,0,0,0,0,9,1,5
87998,1,1,39,0,0,0,0,0,9,1,7
71856,2,1,17,0,0,1,0,0,9,1,2
81427,1,1,19,0,0,0,0,0,1,1,5
7721,1,1,59,0,0,0,0,0,1,1,2
13161,1,1,21,0,0,0,0,0,9,1,5
5954,1,1,27,0,0,0,0,0,9,1,6
96793,1,2,33,0,0,0,0,0,9,1,5
72564,1,1,71,0,0,0,0,0,9,1,2
103634,2,1,17,0,0,0,0,0,19,1,9
29360,1,1,29,0,0,0,0,0,9,2,4
52980,3,1,55,1,3,0,0,0,0,1,2
30080,1,1,33,0,0,0,0,0,23,1,1
91050,2,1,22,0,0,1,0,0,9,1,4
48848,2,1,9,0,0,2,0,0,9,1,1
39650,1,2,49,0,0,0,0,0,9,3,6
11096,1,1,32,0,0,0,0,0,3,1,5
40490,2,1,3,0,0,2,0,0,9,2,8
110781,1,1,55,0,0,0,0,0,9,1,9
4253,1,1,63,0,0,0,0,0,9,1,3
63329,2,1,27,0,0,1,0,0,9,1,1
110858,1,2,50,0,0,0,0,0,9,2,9
103038,1,1,54,0,0,0,0,0,3,1,3
63749,3,2,16,1,1,0,0,0,0,1,3
88359,1,1,32,0,0,0,0,0,9,1,9
6619,1,1,51,0,0,0,0,0,1,1,8
110517,1,1,59,0,0,0,0,0,9,1,4
8247,2,2,24,0,0,2,0,0,9,1,3
13043,1,1,34,0,0,0,0,0,8,1,4
32453,3,1,42,1,1,0,0,0,0,1,5
4057,1,1,37,0,0,0,0,0,9,1,7
83175,3,1,54,5,2,0,0,0,0,1,3
98522,1,2,30,0,0,0,0,0,9,1,3
20958,1,1,51,0,0,0,0,0,1,1,3
17670,3,2,4,1,1,0,0,0,0,1,7
41877,1,2,18,0,0,0,0,0,9,2,10
7156,1,1,23,0,0,0,0,0,2,1,2
75283,2,1,10,0,0,2,0,0,9,1,4
101262,2,1,9,0,0,2,0,0,9,2,4
104637,1,1,20,0,0,0,0,0,9,1,1
37729,1,1,22,0,0,0,0,0,1,3,7
95124,1,2,59,0,0,0,0,0,1,1,10
92641,1,1,21,0,0,0,0,0,98,1,6
30705,1,1,38,0,0,0,0,0,9,1,2
33273,3,2,69,5,3,0,0,0,0,1,4
18361,1,1,39,0,0,0,0,0,1,1,9
92380,2,1,27,0,0,1,0,0,9,1,3
89449,2,1,42,0,0,1,0,0,9,1,4
115242,1,1,19,0,0,0,0,0,9,3,2
78136,1,1,44,0,0,0,0,0,21,1,4
109408,2,1,42,0,0,0,0,0,20,1,3
19542,1,1,44,0,0,0,0,0,3,1,2
73015,2,2,28,0,0,2,0,0,9,1,1
92195,2,2,68,0,0,1,0,0,9,2,7
95178,1,2,73,0,0,0,0,0,9,3,8
37666,1,1,21,0,0,0,0,0,4,1,2
19213,1,1,40,0,0,0,0,0,19,1,9
99310,1,2,55,0,0,0,0,0,4,1,3
60099,1,1,15,0,0,0,0,0,1,1,4
9144,1,1,30,0,0,0,0,0,1,1,2
51964,1,1,34,0,0,0,0,0,3,1,1
2567,2,1,26,0,0,0,0,0,19,1,2
31768,3,2,33,1,1,0,0,0,0,1,2
92211,2,2,20,0,0,1,0,0,9,2,9
19079,1,1,51,0,0,0,0,0,4,1,3
37953,1,1,36,0,0,0,0,0,19,1,7
47386,1,1,71,0,0,0,0,0,9,1,1
53794,2,2,58,0,0,1,0,0,9,1,1
113819,1,1,28,0,0,0,0,0,4,2,2
64683,3,1,50,9,5,0,0,0,0,1,2
50534,3,2,19,1,3,0,0,0,0,1,4
102247,1,1,26,0,0,0,0,0,9,1,3
63261,1,1,52,0,0,0,0,0,5,1,2
84323,1,2,32,0,0,0,0,0,9,1,2
74843,1,1,12,0,0,0,0,0,1,1,2
7377,3,2,24,1,1,0,0,0,0,1,3
15938,1,2,42,0,0,0,0,0,9,1,3
59488,1,1,34,0,0,0,0,0,4,1,5
17299,1,1,56,0,0,0,0,0,1,1,2
56238,1,1,53,0,0,0,0,0,5,1,5
40981,1,1,28,0,0,0,0,0,1,1,2
62764,3,1,27,5,1,0,0,0,0,1,10
48726,1,1,28,0,0,0,0,0,1,1,1
56583,1,1,7,0,0,0,0,0,1,1,2
13963,1,1,28,0,0,0,0,0,5,1,3
106306,1,1,30,0,0,0,0,0,9,1,3
104728,1,1,54,0,0,0,0,0,9,1,5
10185,1,1,31,0,0,0,0,0,3,1,5
84591,3,1,25,5,3,0,0,0,0,1,2
7692,1,1,18,0,0,0,0,0,2,1,3
39633,2,1,13,0,0,1,0,0,9,1,2
38586,1,2,46,0,0,0,0,0,9,1,9
50735,1,1,51,0,0,0,0,0,9,1,3
52754,1,1,12,0,0,0,0,0,1,1,1
109351,1,2,20,0,0,0,0,0,9,1,4
93491,1,2,43,0,0,0,0,0,9,1,1
61011,2,2,34,0,0,1,0,0,9,1,8
89405,1,1,23,0,0,0,0,0,9,1,3
63484,2,1,22,0,0,1,0,0,9,3,6
20244,1,1,40,0,0,0,0,0,8,1,1
61757,3,2,65,1,1,0,0,0,0,1,6
6194,1,1,28,0,0,0,0,0,3,1,1
109255,1,1,64,0,0,0,0,0,4,1,2
43485,1,1,18,0,0,0,0,0,9,1,8
77739,1,2,57,0,0,0,0,0,1,1,2
8199,3,2,31,5,1,0,0,0,0,1,3
88768,2,2,72,0,0,1,0,0,9,3,7
25224,3,1,35,5,4,0,0,0,0,1,1
76340,1,2,25,0,0,0,0,0,9,3,7
101259,3,1,25,5,1,0,0,0,0,1,2
7284,1,1,26,0,0,0,0,0,3,1,5
113018,2,1,22,0,0,1,0,0,9,1,2
107927,1,2,19,0,0,0,0,0,9,1,2
45160,1,1,18,0,0,0,0,0,9,1,1
60181,1,2,46,0,0,0,0,0,19,1,9
91031,3,1,18,5,3,0,0,0,0,2,9
38720,1,1,18,0,0,0,0,0,9,2,7
65603,1,1,66,0,0,0,0,0,1,3,9
35225,1,2,61,0,0,0,0,0,9,1,10
8793,1,2,69,0,0,0,0,0,9,1,4
110183,1,2,43,0,0,0,0,0,9,2,3
81397,1,2,60,0,0,0,0,0,1,3,9
12429,1,2,37,0,0,0,0,0,9,1,2
91960,2,2,63,0,0,1,0,0,9,1,7
2849,1,1,29,0,0,0,0,0,3,1,2
18718,1,1,36,0,0,0,0,0,1,1,5
67396,1,2,18,0,0,0,0,0,9,1,8
93437,1,1,81,0,0,0,0,0,22,1,7
4460,1,2,23,0,0,0,0,0,5,1,7
88911,1,1,28,0,0,0,0,0,9,1,2
109493,2,1,51,0,0,0,0,0,19,1,3
