,casualty_class,sex_of_casualty,age_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
16316,1,1,24,0,0,0,0,0,1,1,2
53538,1,1,58,0,0,0,0,0,1,1,1
106557,2,2,9,0,0,2,0,0,9,1,9
88452,1,1,21,0,0,0,0,0,3,1,4
79016,1,1,37,0,0,0,0,0,19,1,1
72090,2,2,23,0,0,1,0,0,9,1,4
72954,1,1,53,0,0,0,0,0,5,2,9
1995,1,1,46,0,0,0,0,0,1,1,3
6121,1,1,46,0,0,0,0,0,8,1,7
29398,3,1,64,4,1,0,0,0,0,1,1
4239,1,2,27,0,0,0,0,0,9,1,2
102450,1,2,40,0,0,0,0,0,9,1,7
113569,2,2,37,0,0,0,0,0,19,1,1
85342,1,1,20,0,0,0,0,0,9,1,4
39645,2,2,9,0,0,2,0,0,9,2,8
83196,1,1,34,0,0,0,0,0,5,1,8
84587,1,1,34,0,0,0,0,0,9,1,5
14967,1,1,43,0,0,0,0,0,3,1,7
67724,1,1,28,0,0,0,0,0,9,1,2
79256,1,2,36,0,0,0,0,0,9,1,10
18149,2,2,79,0,0,0,4,0,11,1,8
104239,3,2,73,5,3,0,0,0,0,3,6
43401,1,2,38,0,0,0,0,0,9,1,5
81079,2,2,41,0,0,1,0,0,9,1,2
81021,1,2,75,0,0,0,0,0,9,3,8
6022,1,1,31,0,0,0,0,0,3,1,5
100316,1,2,25,0,0,0,0,0,9,2,7
100850,3,1,75,5,1,0,0,0,0,2,5
113354,1,2,63,0,0,0,0,0,9,1,9
43708,2,2,79,0,0,1,0,0,9,1,9
60563,1,1,45,0,0,0,0,0,1,1,9
95580,1,1,16,0,0,0,0,0,1,1,3
24629,1,1,40,0,0,0,0,0,1,1,9
88823,1,1,33,0,0,0,0,0,9,1,6
34821,1,1,13,0,0,0,0,0,1,1,10
75070,1,2,38,0,0,0,0,0,9,1,6
59746,1,2,51,0,0,0,0,0,9,2,2
75434,3,2,72,5,1,0,0,0,0,2,8
13271,1,1,23,0,0,0,0,0,9,1,3
112072,1,1,27,0,0,0,0,0,3,1,5
74919,1,2,23,0,0,0,0,0,9,1,6
59910,1,2,34,0,0,0,0,0,9,1,3
79983,2,1,20,0,0,1,0,0,9,3,10
84588,1,1,31,0,0,0,0,0,9,1,8
51114,1,2,84,0,0,0,0,0,9,1,10
51884,1,1,42,0,0,0,0,0,1,1,5
33029,2,2,54,0,0,0,0,0,1,1,9
84422,1,1,19,0,0,0,0,0,3,1,5
18025,1,1,39,0,0,0,0,0,3,1,2
49638,1,1,32,0,0,0,0,0,9,1,1
90802,1,2,20,0,0,0,0,0,9,1,2
104283,1,2,34,0,0,0,0,0,9,1,9
19259,2,2,55,0,0,1,0,0,9,1,6
46640,1,2,31,0,0,0,0,0,9,1,5
14031,2,1,25,0,0,1,0,0,9,1,1
39784,1,2,45,0,0,0,0,0,19,1,3
22371,3,1,12,5,1,0,0,0,0,1,4
71609,1,1,50,0,0,0,0,0,1,1,3
62578,2,2,44,0,0,1,0,0,20,1,5
62279,1,2,28,0,0,0,0,0,9,3,9
20971,1,1,39,0,0,0,0,0,4,1,3
76198,1,1,26,0,0,0,0,0,9,2,9
50872,2,2,54,0,0,1,0,0,9,1,2
29041,1,2,55,0,0,0,0,0,1,1,5
37186,1,1,14,0,0,0,0,0,1,1,2
100868,1,1,79,0,0,0,0,0,9,2,5
5650,3,2,71,5,1,0,0,0,0,1,3
67310,1,1,44,0,0,0,0,0,9,3,8
45800,1,1,56,0,0,0,0,0,11,1,5
26173,1,2,34,0,0,0,0,0,9,1,3
27072,1,2,34,0,0,0,0,0,9,1,5
36203,1,1,23,0,0,0,0,0,1,1,3
31711,1,2,55,0,0,0,0,0,9,1,2
60769,3,2,27,6,8,0,0,0,0,1,2
105524,1,1,23,0,0,0,0,0,9,2,6
21230,1,1,53,0,0,0,0,0,1,1,1
61898,1,1,31,0,0,0,0,0,9,1,2
2677,1,2,88,0,0,0,0,0,9,1,5
45362,1,2,19,0,0,0,0,0,9,1,1
99218,1,2,20,0,0,0,0,0,9,1,1
81958,1,1,27,0,0,0,0,0,9,1,7
82472,1,1,63,0,0,0,0,0,5,1,9
13041,1,1,58,0,0,0,0,0,1,1,8
45574,3,2,26,9,5,0,0,0,0,1,1
75498,2,1,78,0,0,1,0,0,9,1,2
25859,3,1,51,5,3,0,0,0,0,1,1
84017,1,2,39,0,0,0,0,0,4,1,10
34922,1,2,34,0,0,0,0,0,9,1,2
78996,1,2,75,0,0,0,0,0,9,3,7
11428,1,2,25,0,0,0,0,0,1,1,2
85508,2,1,34,0,0,1,0,0,9,1,10
101793,3,1,22,5,3,0,0,0,0,1,8
103906,1,2,44,0,0,0,0,0,19,3,6
53427,3,2,70,1,1,0,0,0,0,1,2
44271,1,1,47,0,0,0,0,0,9,1,8
99207,2,2,27,0,0,1,0,0,9,1,3
6683,2,2,9,0,0,1,0,0,9,1,3
75251,3,1,69,2,1,0,0,0,0,1,8
94028,2,2,79,0,0,2,0,0,9,3,7
82354,1,1,33,0,0,0,0,0,3,1,2
26088,1,2,41,0,0,0,0,0,9,1,8
14295,3,1,25,5,1,0,0,0,0,1,3
84917,3,1,22,9,5,0,0,0,0,1,5
105843,1,1,31,0,0,0,0,0,5,3,5
60039,1,1,16,0,0,0,0,0,1,1,10
72254,1,1,30,0,0,0,0,0,9,3,7
39060,1,1,17,0,0,0,0,0,9,2,2
1023,2,2,58,0,0,2,0,0,8,1,6
55091,1,2,53,0,0,0,0,0,9,1,5
11102,3,1,69,5,1,0,0,0,0,1,7
109377,1,1,20,0,0,0,0,0,3,1,1
55086,1,1,26,0,0,0,0,0,9,1,3
50197,1,1,16,0,0,0,0,0,97,1,1
73476,1,1,36,0,0,0,0,0,9,1,8
29699,1,1,80,0,0,0,0,0,1,1,1
25312,1,2,80,0,0,0,0,0,9,2,9
44624,1,1,14,0,0,0,0,0,1,1,9
108728,1,1,41,0,0,0,0,0,9,1,5
62545,1,1,50,0,0,0,0,0,9,1,7
113818,1,1,18,0,0,0,0,0,3,3,9
84816,1,1,70,0,0,0,0,0,3,1,1
50984,1,1,22,0,0,0,0,0,9,1,10
97479,1,2,56,0,0,0,0,0,9,1,8
81570,1,1,32,0,0,0,0,0,9,1,3
31791,2,2,22,0,0,1,0,0,9,1,2
23765,1,2,61,0,0,0,0,0,9,1,4
41510,2,2,21,0,0,1,0,0,9,1,3
40161,1,1,21,0,0,0,0,0,9,1,7
78682,1,1,43,0,0,0,0,0,1,1,10
76221,1,1,19,0,0,0,0,0,19,3,7
69751,1,1,34,0,0,0,0,0,9,1,5
70253,2,2,60,0,0,1,0,0,9,3,3
51145,1,2,52,0,0,0,0,0,9,1,4
52055,1,2,53,0,0,0,0,0,9,1,10
54352,3,2,45,1,1,0,0,0,0,1,5
84884,1,2,65,0,0,0,0,0,9,2,9
31756,2,2,8,0,0,1,0,0,9,1,2
110894,2,2,18,0,0,2,0,0,9,1,1
45927,1,2,43,0,0,0,0,0,9,2,3
105089,1,1,37,0,0,0,0,0,21,2,4
8100,1,1,29,0,0,0,0,0,1,1,9
25099,1,1,19,0,0,0,0,0,3,3,3
20034,1,2,25,0,0,0,0,0,9,1,8
67480,1,2,44,0,0,0,0,0,1,2,10
112082,1,2,19,0,0,0,0,0,9,2,7
7022,3,1,64,5,1,0,0,0,0,1,3
25716,1,1,55,0,0,0,0,0,9,3,6
67341,1,1,48,0,0,0,0,0,5,2,7
39395,2,2,24,0,0,1,0,0,9,1,9
33929,2,1,49,0,0,1,0,0,9,2,10
60531,1,1,32,0,0,0,0,0,9,1,1
83214,1,1,25,0,0,0,0,0,3,1,5
112672,1,1,59,0,0,0,0,0,1,2,2
700,2,1,10,0,0,2,0,0,9,1,4
28716,2,1,10,0,0,2,0,0,9,1,1
33086,1,2,57,0,0,0,0,0,9,1,7
74285,1,2,29,0,0,0,0,0,9,1,5
38291,1,1,77,0,0,0,0,0,1,1,10
42702,1,1,86,0,0,0,0,0,9,1,10
112261,1,2,47,0,0,0,0,0,9,1,3
93722,1,1,25,0,0,0,0,0,9,1,7
25615,1,1,49,0,0,0,0,0,9,1,8
102959,1,2,20,0,0,0,0,0,3,1,9
103334,1,1,28,0,0,0,0,0,5,1,5
33769,1,1,55,0,0,0,0,0,9,3,7
11349,1,1,45,0,0,0,0,0,3,1,2
58230,1,2,20,0,0,0,0,0,9,1,4
53641,1,1,38,0,0,0,0,0,9,1,7
41459,1,1,69,0,0,0,0,0,1,2,9
87146,3,1,12,5,1,0,0,0,0,3,7
16138,1,2,53,0,0,0,0,0,1,1,2
94611,1,2,51,0,0,0,0,0,1,1,10
19245,1,1,17,0,0,0,0,0,1,1,9
20740,1,1,30,0,0,0,0,0,1,1,5
90938,1,1,16,0,0,0,0,0,2,1,1
44072,1,2,35,0,0,0,0,0,9,1,2
110127,3,1,57,9,5,0,0,0,0,1,4
22653,1,1,53,0,0,0,0,0,20,1,1
1002,1,1,42,0,0,0,0,0,9,1,2
113581,1,1,41,0,0,0,0,0,21,3,7
6516,1,1,31,0,0,0,0,0,9,1,3
67265,1,2,48,0,0,0,0,0,9,1,2
46706,1,1,25,0,0,0,0,0,19,1,2
109069,1,1,27,0,0,0,0,0,9,1,8
29020,1,1,14,0,0,0,0,0,1,1,1
45229,1,1,26,0,0,0,0,0,9,1,1
111027,2,2,66,0,0,1,0,0,9,1,1
26454,3,1,44,8,5,0,0,0,0,1,2
101035,1,2,21,0,0,0,0,0,9,1,9
108081,1,1,48,0,0,0,0,0,9,1,4
19384,3,2,19,1,3,0,0,0,0,1,2
61645,1,1,21,0,0,0,0,0,9,1,2
94696,1,1,57,0,0,0,0,0,3,1,4
31047,1,1,57,0,0,0,0,0,9,1,1
8827,3,1,40,9,5,0,0,0,0,1,3
68821,1,2,22,0,0,0,0,0,90,2,6
31730,3,1,34,1,3,0,0,0,0,1,3
109630,1,1,34,0,0,0,0,0,9,2,8
108768,1,1,49,0,0,0,0,0,9,1,1
49114,2,2,77,0,0,0,4,0,11,1,2
80246,1,1,60,0,0,0,0,0,9,1,9
46769,3,2,83,5,2,0,0,0,0,1,5
16354,1,1,36,0,0,0,0,0,9,1,3
9708,1,2,47,0,0,0,0,0,1,1,1
23757,1,1,27,0,0,0,0,0,9,1,2
113114,1,1,50,0,0,0,0,0,1,1,10
28478,1,1,55,0,0,0,0,0,9,1,2
61835,1,2,31,0,0,0,0,0,3,1,1
40749,1,1,28,0,0,0,0,0,1,1,1
36570,1,1,50,0,0,0,0,0,9,1,5
76209,1,2,32,0,0,0,0,0,9,3,8
13003,1,2,32,0,0,0,0,0,9,1,9
37430,2,1,8,0,0,1,0,0,9,2,10
43487,2,1,21,0,0,2,0,0,9,1,1
21449,1,1,35,0,0,0,0,0,1,1,7
38622,3,1,11,1,1,0,0,0,0,3,8
4765,1,2,25,0,0,0,0,0,9,1,2
100271,1,1,39,0,0,0,0,0,9,2,4
82796,1,2,28,0,0,0,0,0,1,1,5
58570,2,2,73,0,0,1,0,0,9,2,6
48360,2,2,18,0,0,0,4,0,11,1,7
102794,1,1,33,0,0,0,0,0,9,2,8
14463,3,2,63,5,1,0,0,0,0,1,5
67236,1,1,41,0,0,0,0,0,98,2,8
101593,1,1,24,0,0,0,0,0,1,1,1
41822,2,2,47,0,0,1,0,0,9,1,7
87814,1,1,24,0,0,0,0,0,3,1,9
24669,1,1,19,0,0,0,0,0,1,1,2
78583,1,1,39,0,0,0,0,0,1,3,8
106593,1,2,35,0,0,0,0,0,1,1,5
18617,1,2,36,0,0,0,0,0,1,1,2
63104,1,1,27,0,0,0,0,0,4,3,4
49719,1,2,50,0,0,0,0,0,9,1,1
12612,3,2,22,9,7,0,0,0,0,1,4
38835,1,2,60,0,0,0,0,0,1,1,10
98757,3,2,59,9,8,0,0,0,0,3,8
7552,1,1,29,0,0,0,0,0,1,1,2
110375,1,1,30,0,0,0,0,0,3,1,6
86438,2,2,75,0,0,1,0,0,9,1,9
56574,2,2,26,0,0,1,0,0,9,1,2
36335,2,2,34,0,0,1,0,0,9,1,2
40751,1,2,22,0,0,0,0,0,9,1,1
92945,1,1,36,0,0,0,0,0,9,3,7
36269,1,1,15,0,0,0,0,0,1,1,5
59325,1,1,27,0,0,0,0,0,19,3,4
44778,1,2,43,0,0,0,0,0,1,1,4
44044,1,2,38,0,0,0,0,0,9,2,9
98340,1,1,37,0,0,0,0,0,2,1,1
8333,1,1,33,0,0,0,0,0,1,1,7
20279,1,1,42,0,0,0,0,0,9,1,8
63524,1,2,57,0,0,0,0,0,9,1,8
76481,1,1,34,0,0,0,0,0,1,1,5
8955,1,1,30,0,0,0,0,0,9,1,2
45736,1,1,34,0,0,0,0,0,9,1,9
68387,1,1,38,0,0,0,0,0,4,3,7
77474,1,1,26,0,0,0,0,0,9,1,5
41516,2,1,13,0,0,0,0,0,97,1,1
22162,1,1,42,0,0,0,0,0,2,1,1
86467,2,1,25,0,0,1,0,0,9,1,8
59983,1,1,19,0,0,0,0,0,1,1,1
100646,1,1,63,0,0,0,0,0,9,3,6
93455,2,2,8,0,0,2,0,0,9,1,1
4076,1,2,23,0,0,0,0,0,9,1,5
79542,1,2,57,0,0,0,0,0,9,1,2
15404,1,1,42,0,0,0,0,0,3,1,5
38543,1,1,34,0,0,0,0,0,10,1,8
37565,1,1,35,0,0,0,0,0,9,1,1
37844,1,1,25,0,0,0,0,0,3,1,1
95317,2,2,54,0,0,1,0,0,9,2,5
78065,1,1,29,0,0,0,0,0,9,3,7
79104,2,2,7,0,0,2,0,0,9,1,2
75348,1,2,36,0,0,0,0,0,9,1,4
26448,3,2,6,5,4,0,0,0,0,1,3
98349,1,1,69,0,0,0,0,0,1,1,1
47215,1,1,29,0,0,0,0,0,19,1,2
19473,1,1,21,0,0,0,0,0,9,1,2
92986,2,1,39,0,0,1,0,0,9,1,8
104670,1,1,19,0,0,0,0,0,9,1,5
10605,1,2,38,0,0,0,0,0,9,1,9
60996,2,1,28,0,0,1,0,0,9,1,2
65497,1,1,33,0,0,0,0,0,9,1,2
62730,1,2,39,0,0,0,0,0,9,2,7
86823,1,1,40,0,0,0,0,0,1,1,10
113420,2,1,5,0,0,2,0,0,9,1,1
112596,2,2,59,0,0,0,0,0,5,3,6
41085,1,2,65,0,0,0,0,0,1,1,9
108245,1,1,41,0,0,0,0,0,9,1,1
11291,1,1,22,0,0,0,0,0,3,1,5
42311,1,1,58,0,0,0,0,0,9,1,5
53074,2,2,72,0,0,2,0,0,9,1,2
104357,1,1,20,0,0,0,0,0,9,1,8
56501,3,2,77,1,1,0,0,0,0,1,7
88419,3,2,20,8,1,0,0,0,0,1,2
27704,2,2,34,0,0,1,0,0,9,2,6
71429,2,2,32,0,0,1,0,0,9,1,2
46227,1,2,57,0,0,0,0,0,9,2,7
43389,1,1,30,0,0,0,0,0,1,1,2
77985,2,1,35,0,0,1,0,0,9,1,4
34194,1,1,67,0,0,0,0,0,9,3,3
20119,1,1,32,0,0,0,0,0,3,1,3
109230,1,1,52,0,0,0,0,0,9,1,6
85043,1,2,43,0,0,0,0,0,9,1,6
24292,1,1,42,0,0,0,0,0,5,1,1
33145,1,1,38,0,0,0,0,0,1,1,6
9707,1,1,54,0,0,0,0,0,9,1,1
14727,1,1,57,0,0,0,0,0,9,1,2
56411,1,1,33,0,0,0,0,0,9,1,7
60057,2,1,20,0,0,1,0,0,9,1,2
26636,1,2,25,0,0,0,0,0,9,1,8
5921,1,1,29,0,0,0,0,0,3,1,5
86484,1,1,58,0,0,0,0,0,1,1,4
7215,2,2,23,0,0,1,0,0,9,1,8
18445,3,2,25,5,4,0,0,0,0,1,2
18583,1,1,37,0,0,0,0,0,9,1,4
15273,1,1,29,0,0,0,0,0,9,1,7
51125,2,2,17,0,0,1,0,0,9,1,5
22729,1,1,32,0,0,0,0,0,90,1,2
85783,1,2,30,0,0,0,0,0,9,1,10
93534,1,2,41,0,0,0,0,0,1,1,8
32242,2,1,7,0,0,1,0,0,9,1,7
112661,1,1,58,0,0,0,0,0,1,1,6
1349,1,2,34,0,0,0,0,0,1,1,3
83463,1,1,58,0,0,0,0,0,4,1,1
100247,1,2,37,0,0,0,0,0,9,3,4
40548,2,2,25,0,0,1,0,0,9,1,1
87977,1,2,30,0,0,0,0,0,9,1,9
10002,1,1,31,0,0,0,0,0,1,1,6
10659,3,1,66,4,1,0,0,0,0,1,3
88247,1,1,57,0,0,0,0,0,5,2,9
33263,3,1,30,5,4,0,0,0,0,1,3
105585,2,2,17,0,0,1,0,0,9,3,6
31505,1,2,36,0,0,0,0,0,9,1,1
10621,1,1,29,0,0,0,0,0,3,1,1
19028,1,1,36,0,0,0,0,0,9,1,10
46905,1,1,25,0,0,0,0,0,3,1,1
104269,1,1,47,0,0,0,0,0,9,2,7
20470,1,1,42,0,0,0,0,0,9,1,6
61244,1,1,80,0,0,0,0,0,1,2,7
71509,1,1,58,0,0,0,0,0,1,1,9
73453,1,1,24,0,0,0,0,0,98,1,5
103467,3,1,48,5,1,0,0,0,0,1,4
94403,1,1,26,0,0,0,0,0,3,1,4
10978,1,1,34,0,0,0,0,0,1,1,5
69252,2,2,4,0,0,2,0,0,9,1,5
60447,1,1,46,0,0,0,0,0,9,1,2
85900,1,2,55,0,0,0,0,0,1,1,10
111307,1,2,38,0,0,0,0,0,9,1,2
12583,2,2,55,0,0,1,0,0,9,1,3
50800,1,2,51,0,0,0,0,0,1,3,10
54930,1,1,28,0,0,0,0,0,5,1,2
54485,1,1,79,0,0,0,0,0,9,1,9
91674,1,1,46,0,0,0,0,0,9,3,7
25233,2,2,18,0,0,2,0,0,9,1,2
39308,2,2,67,0,0,1,0,0,9,3,6
88674,1,2,48,0,0,0,0,0,9,3,4
86013,1,1,26,0,0,0,0,0,9,1,3
24255,1,1,64,0,0,0,0,0,9,1,9
3528,1,1,38,0,0,0,0,0,9,1,1
93914,1,1,27,0,0,0,0,0,9,1,6
50515,2,2,31,0,0,1,0,0,9,1,1
12582,1,1,38,0,0,0,0,0,3,1,3
24947,1,2,19,0,0,0,0,0,9,1,6
52506,1,1,63,0,0,0,0,0,9,1,5
67978,1,1,67,0,0,0,0,0,9,3,4
6504,1,1,26,0,0,0,0,0,1,1,3
51657,1,1,58,0,0,0,0,0,9,1,4
98032,1,2,31,0,0,0,0,0,9,2,2
59997,1,2,60,0,0,0,0,0,9,1,3
37727,2,1,63,0,0,1,0,0,9,2,7
82656,1,2,38,0,0,0,0,0,9,1,5
81776,1,2,39,0,0,0,0,0,9,3,9
45225,1,2,29,0,0,0,0,0,9,1,7
69936,2,2,67,0,0,2,0,0,9,3,4
93340,1,2,36,0,0,0,0,0,9,3,10
95847,1,1,55,0,0,0,0,0,4,1,1
82693,2,2,45,0,0,0,0,0,19,1,4
10398,1,1,59,0,0,0,0,0,1,1,1
14894,1,1,42,0,0,0,0,0,3,1,6
98686,1,1,34,0,0,0,0,0,9,3,6
56839,1,1,12,0,0,0,0,0,1,1,5
111673,1,1,31,0,0,0,0,0,9,1,1
82923,1,1,18,0,0,0,0,0,9,1,10
4722,1,2,37,0,0,0,0,0,9,1,4
52347,1,1,11,0,0,0,0,0,90,1,4
98180,1,2,34,0,0,0,0,0,9,3,7
65569,1,2,40,0,0,0,0,0,9,1,8
47144,1,2,30,0,0,0,0,0,9,1,8
30017,1,1,31,0,0,0,0,0,1,1,1
47624,1,1,17,0,0,0,0,0,1,1,6
84499,1,2,74,0,0,0,0,0,9,1,4
82458,1,2,33,0,0,0,0,0,1,1,3
100129,2,1,20,0,0,1,0,0,9,1,4
33899,1,1,66,0,0,0,0,0,1,1,7
7655,1,2,37,0,0,0,0,0,1,2,6
109404,1,1,19,0,0,0,0,0,9,2,5
97390,1,1,26,0,0,0,0,0,19,1,6
96683,2,2,26,0,0,1,0,0,9,1,6
67478,1,1,78,0,0,0,0,0,9,1,5
67977,2,2,11,0,0,2,0,0,9,1,2
68967,2,2,45,0,0,1,0,0,9,2,5
54789,1,1,49,0,0,0,0,0,21,1,2
102770,1,2,84,0,0,0,0,0,9,2,6
98088,1,2,57,0,0,0,0,0,9,1,6
37261,1,2,13,0,0,0,0,0,1,2,3
33111,1,2,48,0,0,0,0,0,9,1,3
8951,1,1,13,0,0,0,0,0,1,1,2
10362,1,1,38,0,0,0,0,0,3,1,3
57802,1,1,32,0,0,0,0,0,9,1,1
879,2,2,56,0,0,0,3,0,11,1,5
57840,1,1,63,0,0,0,0,0,1,1,8
60666,2,1,1,0,0,1,0,0,9,2,6
69548,1,1,53,0,0,0,0,0,9,3,5
25672,2,2,49,0,0,1,0,0,9,1,3
16535,1,1,24,0,0,0,0,0,3,1,6
111792,2,1,63,0,0,0,4,0,11,3,6
20434,1,1,29,0,0,0,0,0,9,1,2
12743,1,1,48,0,0,0,0,0,8,1,1
42558,2,1,47,0,0,1,0,0,9,1,9
58525,1,1,38,0,0,0,0,0,9,3,7
90098,1,1,39,0,0,0,0,0,9,1,2
56426,1,1,31,0,0,0,0,0,9,1,2
39327,1,1,20,0,0,0,0,0,3,3,8
94879,3,1,7,4,1,0,0,0,0,1,8
46075,1,2,28,0,0,0,0,0,9,1,4
20800,2,1,12,0,0,1,0,0,9,1,2
88853,1,2,45,0,0,0,0,0,9,1,3
46194,1,2,11,0,0,0,0,0,1,1,1
83922,2,1,21,0,0,2,0,0,9,1,5
92408,1,1,25,0,0,0,0,0,3,1,7
87691,1,1,46,0,0,0,0,0,5,1,6
4276,1,2,25,0,0,0,0,0,9,1,2
53976,1,1,41,0,0,0,0,0,9,1,3
14484,1,1,30,0,0,0,0,0,9,1,1
87079,1,1,31,0,0,0,0,0,9,1,9
74209,1,2,54,0,0,0,0,0,1,1,9
27052,2,2,38,0,0,0,4,0,11,1,8
46820,1,2,59,0,0,0,0,0,3,1,8
85856,1,2,17,0,0,0,0,0,9,1,8
38201,1,1,28,0,0,0,0,0,8,1,1
93129,1,1,69,0,0,0,0,0,9,2,5
39041,1,1,64,0,0,0,0,0,5,2,9
109261,1,1,21,0,0,0,0,0,9,1,1
36196,1,1,14,0,0,0,0,0,1,1,2
103318,1,2,53,0,0,0,0,0,9,1,9
29460,2,2,90,0,0,1,0,0,9,1,6
28,1,1,48,0,0,0,0,0,9,1,8
10696,1,2,24,0,0,0,0,0,1,1,6
77813,1,1,58,0,0,0,0,0,4,1,4
95741,1,1,34,0,0,0,0,0,1,1,6
53736,1,1,58,0,0,0,0,0,3,1,1
4991,1,2,46,0,0,0,0,0,9,1,4
73733,1,1,25,0,0,0,0,0,9,1,6
61087,1,1,23,0,0,0,0,0,9,1,2
20977,2,2,36,0,0,1,0,0,9,1,1
48084,1,2,32,0,0,0,0,0,9,1,7
50432,1,1,76,0,0,0,0,0,1,1,6
37438,3,2,45,1,1,0,0,0,0,1,2
63588,1,1,58,0,0,0,0,0,9,1,6
38914,1,1,29,0,0,0,0,0,9,1,9
107980,1,1,25,0,0,0,0,0,8,1,4
97240,1,1,70,0,0,0,0,0,5,1,9
85030,1,2,47,0,0,0,0,0,9,3,8
100132,3,1,41,1,3,0,0,0,0,1,2
94872,2,2,50,0,0,1,0,0,9,2,6
113457,1,1,36,0,0,0,0,0,9,1,2
28363,2,1,28,0,0,0,0,0,19,1,1
83344,1,2,24,0,0,0,0,0,1,1,2
95131,2,2,6,0,0,2,0,0,9,1,10
95878,1,1,28,0,0,0,0,0,9,3,8
64573,1,2,19,0,0,0,0,0,9,2,8
86608,1,2,48,0,0,0,0,0,9,1,8
30827,2,1,27,0,0,2,0,0,9,1,6
14669,1,1,19,0,0,0,0,0,9,1,5
97499,1,2,21,0,0,0,0,0,9,2,8
20997,1,1,26,0,0,0,0,0,9,1,1
89285,1,2,20,0,0,0,0,0,9,1,2
16869,1,2,25,0,0,0,0,0,1,1,7
34088,1,2,19,0,0,0,0,0,9,1,7
73606,1,1,42,0,0,0,0,0,9,2,9
78455,1,1,81,0,0,0,0,0,5,1,4
61599,1,2,26,0,0,0,0,0,1,1,2
65265,1,1,20,0,0,0,0,0,1,1,7
78900,1,2,49,0,0,0,0,0,9,3,8
100170,1,1,18,0,0,0,0,0,9,3,4
38343,2,2,13,0,0,1,0,0,9,1,4
28149,2,1,19,0,0,0,0,0,19,1,1
97580,3,2,61,5,3,0,0,0,0,1,5
84498,1,2,11,0,0,0,0,0,1,1,8
43296,1,1,32,0,0,0,0,0,9,1,1
112826,2,1,36,0,0,1,0,0,9,1,2
60928,2,2,19,0,0,1,0,0,9,1,1
65381,1,1,34,0,0,0,0,0,9,1,8
71365,1,2,24,0,0,0,0,0,9,2,4
84178,2,2,26,0,0,1,0,0,9,1,2
39064,1,1,56,0,0,0,0,0,5,1,2
94200,1,2,43,0,0,0,0,0,9,1,1
84671,1,1,77,0,0,0,0,0,9,1,9
33154,1,2,57,0,0,0,0,0,9,1,9
74445,1,1,60,0,0,0,0,0,19,1,8
104923,1,1,22,0,0,0,0,0,9,1,2
2576,2,2,37,0,0,0,4,0,11,1,6
113659,1,1,38,0,0,0,0,0,9,3,4
40871,1,1,22,0,0,0,0,0,9,1,3
10026,1,1,36,0,0,0,0,0,5,1,5
41236,1,1,22,0,0,0,0,0,4,1,7
61410,2,2,55,0,0,2,0,0,8,1,1
77107,3,1,15,5,1,0,0,0,0,1,3
94669,1,2,22,0,0,0,0,0,9,2,10
6039,1,2,44,0,0,0,0,0,1,1,5
14869,3,1,26,8,5,0,0,0,0,1,2
51836,1,1,13,0,0,0,0,0,1,1,9
109357,1,1,20,0,0,0,0,0,9,1,4
105793,1,1,18,0,0,0,0,0,1,1,4
22155,1,1,27,0,0,0,0,0,3,1,5
2610,1,1,46,0,0,0,0,0,3,1,9
39163,2,2,73,0,0,2,0,0,9,3,9
82807,1,1,22,0,0,0,0,0,3,1,3
61794,1,1,39,0,0,0,0,0,1,1,7
82063,3,1,81,5,3,0,0,0,0,1,10
100151,1,1,10,0,0,0,0,0,90,3,7
25093,1,1,41,0,0,0,0,0,1,1,5
113859,1,1,38,0,0,0,0,0,11,1,3
58827,1,1,51,0,0,0,0,0,9,1,6
33856,2,1,40,0,0,1,0,0,9,1,9
113770,1,2,16,0,0,0,0,0,2,3,7
63470,1,1,70,0,0,0,0,0,1,1,4
69553,2,2,41,0,0,1,0,0,9,2,10
31548,1,1,17,0,0,0,0,0,1,1,1
89670,1,1,58,0,0,0,0,0,9,1,9
59189,1,1,14,0,0,0,0,0,1,1,9
19783,1,1,22,0,0,0,0,0,9,1,9
78869,1,1,33,0,0,0,0,0,9,1,4
81251,1,1,38,0,0,0,0,0,9,3,8
97359,1,1,9,0,0,0,0,0,1,2,6
44101,1,1,35,0,0,0,0,0,9,1,5
94178,1,2,58,0,0,0,0,0,9,3,7
32422,1,1,62,0,0,0,0,0,5,1,1
63617,2,2,53,0,0,1,0,0,9,1,5
91894,2,1,25,0,0,0,0,0,19,1,4
15478,1,1,20,0,0,0,0,0,9,1,2
19961,3,1,9,1,4,0,0,0,0,1,3
13440,3,2,66,5,2,0,0,0,0,1,10
39933,1,2,52,0,0,0,0,0,1,1,6
114841,3,1,90,1,1,0,0,0,0,1,10
30408,1,1,12,0,0,0,0,0,1,1,1
59262,1,1,33,0,0,0,0,0,9,1,3
26994,2,2,18,0,0,2,0,0,9,1,5
17705,1,1,56,0,0,0,0,0,9,1,3
5098,1,2,50,0,0,0,0,0,9,1,5
21606,1,2,32,0,0,0,0,0,90,1,5
53110,1,1,43,0,0,0,0,0,19,1,9
31297,1,2,34,0,0,0,0,0,9,1,4
39512,3,2,15,1,1,0,0,0,0,1,2
73351,1,1,78,0,0,0,0,0,9,1,6
68862,1,2,31,0,0,0,0,0,9,3,4
55998,1,1,45,0,0,0,0,0,9,3,5
